-3,00	-14,00	-1,00	-57,00	-10,00	-1,00	-3,00	-3,00	3,00	-8,00	-2,00	-21,00	5,00	-4081,00	-6,00	20,00
0,00	-15,00	10,00	2,00	-6,00	11,00	-3,00	-3,00	0,00	2,00	3,00	-24,00	0,00	-4081,00	-4,00	45,00
0,00	-7,00	-13,00	-11,00	-10,00	0,00	-3,00	4,00	2,00	4,00	1,00	-48,00	1,00	-4078,00	-4,00	30,00
-3,00	-12,00	7,00	41,00	-9,00	-4,00	-2,00	-6,00	-6,00	1,00	-10,00	-21,00	3,00	-4078,00	-3,00	-8,00
-10,00	-14,00	12,00	118,00	-1,00	-5,00	-3,00	-15,00	-7,00	-1,00	0,00	18,00	0,00	-4078,00	-2,00	-15,00
-4,00	-11,00	3,00	107,00	1,00	-1,00	-1,00	-38,00	1,00	-9,00	22,00	51,00	2,00	-4077,00	-3,00	-13,00
-3,00	-13,00	3,00	66,00	-4,00	-5,00	3,00	-30,00	3,00	-15,00	25,00	52,00	5,00	-4076,00	-3,00	-4,00
-1,00	4,00	7,00	18,00	0,00	-1,00	-1,00	-16,00	0,00	-8,00	45,00	45,00	5,00	-4075,00	-4,00	-2,00
-3,00	0,00	3,00	-42,00	4,00	-2,00	0,00	13,00	2,00	5,00	27,00	73,00	1,00	-4073,00	-7,00	-3,00
-12,00	-7,00	6,00	-44,00	-2,00	-7,00	0,00	6,00	-3,00	10,00	-34,00	102,00	2,00	-4074,00	-7,00	18,00
-9,00	-8,00	2,00	6,00	0,00	-2,00	-4,00	16,00	6,00	4,00	-45,00	94,00	2,00	-4074,00	-6,00	20,00
-6,00	-10,00	10,00	43,00	-2,00	-6,00	-7,00	11,00	2,00	-3,00	-8,00	-1,00	5,00	-4073,00	-3,00	-6,00
-5,00	4,00	5,00	3,00	0,00	-2,00	-4,00	-7,00	-4,00	0,00	9,00	-118,00	5,00	-4073,00	-4,00	-3,00
-7,00	0,00	5,00	-6,00	-5,00	-1,00	-2,00	-13,00	-3,00	3,00	4,00	-84,00	5,00	-4073,00	-7,00	6,00
-2,00	-9,00	-6,00	17,00	-2,00	-7,00	-3,00	-11,00	-2,00	1,00	-2,00	-23,00	4,00	-4074,00	-6,00	9,00
-3,00	-2,00	-9,00	-54,00	-1,00	2,00	-4,00	-6,00	-3,00	4,00	-1,00	-105,00	0,00	-4073,00	-4,00	21,00
0,00	-2,00	-8,00	-28,00	-2,00	-3,00	-4,00	6,00	5,00	3,00	3,00	-141,00	4,00	-4072,00	-6,00	13,00
-9,00	-3,00	-8,00	-25,00	-2,00	-1,00	-1,00	30,00	-1,00	0,00	21,00	-56,00	4,00	-4072,00	-7,00	4,00
0,00	-2,00	10,00	-87,00	-4,00	-2,00	-1,00	25,00	-6,00	-3,00	54,00	19,00	2,00	-4072,00	-7,00	3,00
-1,00	-6,00	-5,00	-77,00	2,00	-5,00	-4,00	22,00	0,00	-5,00	31,00	57,00	0,00	-4074,00	-5,00	2,00
-2,00	-1,00	-5,00	18,00	-3,00	-1,00	-6,00	17,00	2,00	-8,00	-44,00	51,00	0,00	-4073,00	-8,00	-8,00
-4,00	-4,00	7,00	67,00	2,00	-6,00	-1,00	-2,00	-2,00	-14,00	-59,00	14,00	0,00	-4073,00	-10,00	-11,00
0,00	-6,00	-4,00	-4,00	0,00	0,00	0,00	-5,00	-1,00	-10,00	-17,00	11,00	2,00	-4073,00	-6,00	6,00
-4,00	-4,00	-3,00	-15,00	-1,00	-6,00	-6,00	2,00	2,00	-12,00	-1,00	60,00	4,00	-4070,00	-7,00	24,00
0,00	2,00	-9,00	71,00	0,00	-4,00	-3,00	-1,00	0,00	-14,00	-2,00	88,00	7,00	-4074,00	-2,00	18,00
-2,00	0,00	-7,00	76,00	3,00	-1,00	-2,00	-4,00	0,00	-9,00	-1,00	62,00	3,00	-4074,00	3,00	17,00
-2,00	-3,00	2,00	37,00	12,00	-5,00	-2,00	-3,00	-1,00	-1,00	5,00	37,00	4,00	-4077,00	0,00	12,00
-1,00	0,00	9,00	21,00	10,00	-9,00	0,00	-2,00	-3,00	3,00	14,00	-10,00	4,00	-4078,00	-2,00	2,00
-4,00	-1,00	-5,00	12,00	5,00	-6,00	1,00	0,00	-6,00	2,00	-2,00	-56,00	5,00	-4076,00	-2,00	7,00
-1,00	-5,00	-6,00	66,00	2,00	-3,00	0,00	-10,00	2,00	5,00	-20,00	-39,00	5,00	-4077,00	-4,00	-1,00
-1,00	-9,00	-4,00	77,00	-2,00	2,00	0,00	-11,00	2,00	8,00	-7,00	-32,00	0,00	-4078,00	-7,00	-18,00
3,00	-1,00	3,00	71,00	-8,00	2,00	-3,00	-13,00	2,00	0,00	20,00	-30,00	-2,00	-4081,00	-10,00	-16,00
-4,00	-1,00	-1,00	78,00	-2,00	-2,00	0,00	-6,00	3,00	-1,00	33,00	-27,00	0,00	-4081,00	-6,00	-5,00
-1,00	-2,00	-10,00	49,00	-6,00	-3,00	0,00	0,00	-6,00	-4,00	25,00	-4,00	2,00	-4081,00	-3,00	-6,00
-3,00	-1,00	9,00	33,00	-3,00	-2,00	-2,00	-3,00	0,00	-1,00	12,00	62,00	5,00	-4086,00	-4,00	10,00
3,00	3,00	5,00	0,00	0,00	0,00	-3,00	-4,00	2,00	4,00	6,00	54,00	3,00	-4085,00	-10,00	14,00
-7,00	-1,00	-5,00	-24,00	3,00	-2,00	-6,00	-2,00	0,00	3,00	-15,00	-12,00	2,00	-4089,00	-10,00	3,00
-2,00	3,00	-14,00	-82,00	0,00	-4,00	-2,00	-10,00	0,00	0,00	-48,00	-30,00	5,00	-4091,00	-3,00	11,00
0,00	1,00	-18,00	-30,00	2,00	-2,00	-3,00	-11,00	-3,00	-10,00	-42,00	-44,00	5,00	-4089,00	-3,00	22,00
-2,00	3,00	12,00	40,00	-1,00	-6,00	-4,00	-10,00	0,00	-3,00	12,00	-27,00	2,00	-4094,00	-6,00	7,00
0,00	-1,00	22,00	49,00	-3,00	2,00	-3,00	-16,00	6,00	2,00	59,00	20,00	3,00	-4095,00	-4,00	6,00
-1,00	2,00	3,00	21,00	2,00	2,00	0,00	-22,00	-1,00	-4,00	20,00	22,00	0,00	-4097,00	-6,00	5,00
-4,00	-1,00	-13,00	29,00	-1,00	-1,00	-1,00	-32,00	-3,00	-4,00	-47,00	14,00	2,00	-4096,00	-6,00	-1,00
4,00	0,00	6,00	-8,00	-3,00	-5,00	0,00	-37,00	-2,00	-10,00	-43,00	11,00	4,00	-4100,00	-4,00	0,00
0,00	0,00	11,00	-29,00	-3,00	-7,00	-3,00	-27,00	-2,00	-3,00	-9,00	23,00	2,00	-4102,00	-7,00	4,00
-2,00	-1,00	0,00	-21,00	0,00	-2,00	-2,00	-8,00	0,00	0,00	0,00	24,00	6,00	-4104,00	-4,00	4,00
0,00	0,00	3,00	-38,00	-7,00	-2,00	0,00	20,00	-1,00	-8,00	-2,00	-20,00	6,00	-4106,00	0,00	4,00
-4,00	-2,00	10,00	-31,00	-2,00	-2,00	-2,00	43,00	-6,00	-6,00	-8,00	-28,00	2,00	-4108,00	-4,00	14,00
0,00	2,00	18,00	-50,00	5,00	-1,00	-8,00	44,00	2,00	-9,00	-7,00	-4,00	6,00	-4111,00	0,00	36,00
-1,00	0,00	6,00	-20,00	3,00	-6,00	-3,00	17,00	1,00	1,00	-2,00	-17,00	4,00	-4114,00	2,00	31,00
0,00	3,00	-14,00	16,00	5,00	-6,00	-7,00	0,00	-1,00	-1,00	-5,00	-8,00	1,00	-4118,00	-7,00	0,00
6,00	2,00	-18,00	37,00	4,00	-6,00	-5,00	2,00	2,00	-2,00	-9,00	19,00	0,00	-4120,00	-13,00	-22,00
-4,00	0,00	-1,00	59,00	0,00	-2,00	-8,00	-4,00	2,00	0,00	-16,00	24,00	3,00	-4120,00	-11,00	-3,00
0,00	-2,00	3,00	58,00	-6,00	-2,00	-4,00	-6,00	0,00	9,00	-20,00	32,00	5,00	-4125,00	-10,00	7,00
2,00	-4,00	-10,00	31,00	-2,00	-3,00	-3,00	-8,00	-1,00	0,00	-11,00	24,00	4,00	-4130,00	-5,00	-6,00
0,00	0,00	-14,00	-69,00	-1,00	-2,00	-2,00	-7,00	4,00	-7,00	-15,00	11,00	0,00	-4132,00	0,00	-9,00
-7,00	-4,00	-1,00	-76,00	7,00	-2,00	-3,00	0,00	5,00	-4,00	-8,00	11,00	2,00	-4132,00	-3,00	-10,00
-11,00	-1,00	-1,00	-51,00	4,00	-1,00	-7,00	-2,00	0,00	15,00	40,00	-9,00	5,00	-4137,00	-7,00	-11,00
-6,00	2,00	-13,00	-33,00	6,00	-7,00	-5,00	-7,00	2,00	2,00	135,00	6,00	0,00	-4141,00	-4,00	-13,00
-4,00	-4,00	6,00	-8,00	3,00	-2,00	3,00	-12,00	-1,00	-3,00	188,00	-10,00	0,00	-4145,00	-6,00	6,00
-6,00	-4,00	14,00	12,00	3,00	0,00	0,00	-3,00	-7,00	4,00	89,00	-86,00	2,00	-4148,00	-3,00	38,00
-5,00	-2,00	3,00	-15,00	1,00	0,00	0,00	3,00	-6,00	-15,00	-72,00	-113,00	2,00	-4152,00	-4,00	31,00
-1,00	-8,00	-20,00	-6,00	2,00	-6,00	3,00	2,00	-7,00	-8,00	-145,00	-73,00	5,00	-4157,00	-7,00	9,00
-6,00	0,00	6,00	-30,00	2,00	-6,00	-4,00	0,00	-2,00	4,00	-115,00	22,00	5,00	-4158,00	-7,00	0,00
0,00	-5,00	6,00	24,00	-1,00	-1,00	-6,00	-12,00	6,00	-8,00	-60,00	116,00	5,00	-4163,00	-11,00	-2,00
3,00	-10,00	7,00	135,00	-1,00	0,00	-9,00	-11,00	0,00	-18,00	-17,00	94,00	2,00	-4166,00	-11,00	0,00
-3,00	-6,00	10,00	104,00	-7,00	1,00	-4,00	-4,00	-1,00	-4,00	-9,00	31,00	0,00	-4170,00	-4,00	-5,00
-1,00	-13,00	6,00	44,00	-3,00	0,00	-1,00	-14,00	-1,00	-6,00	-4,00	-3,00	2,00	-4175,00	-3,00	-4,00
0,00	-1,00	10,00	-18,00	-6,00	-2,00	-3,00	-7,00	2,00	-6,00	12,00	-35,00	0,00	-4179,00	0,00	9,00
-4,00	-5,00	13,00	1,00	-7,00	-2,00	3,00	-10,00	2,00	-8,00	27,00	-21,00	2,00	-4180,00	4,00	17,00
-6,00	-1,00	13,00	-11,00	2,00	-3,00	5,00	0,00	1,00	-3,00	33,00	-5,00	0,00	-4185,00	5,00	50,00
3,00	-1,00	-24,00	7,00	0,00	-2,00	0,00	19,00	6,00	5,00	10,00	-29,00	1,00	-4192,00	-4,00	47,00
3,00	-2,00	-32,00	16,00	0,00	0,00	-4,00	16,00	-1,00	11,00	-3,00	-4,00	4,00	-4196,00	-17,00	-7,00
-7,00	-5,00	-4,00	15,00	0,00	-6,00	-4,00	13,00	-7,00	-1,00	25,00	3,00	4,00	-4199,00	-18,00	-27,00
-4,00	-2,00	15,00	-8,00	-1,00	-2,00	-1,00	10,00	-2,00	-9,00	22,00	-16,00	10,00	-4202,00	-12,00	-18,00
0,00	-3,00	6,00	6,00	4,00	-3,00	0,00	0,00	1,00	3,00	-9,00	20,00	10,00	-4208,00	-4,00	-10,00
-7,00	5,00	-17,00	-23,00	4,00	-3,00	-3,00	-3,00	-1,00	-2,00	-4,00	6,00	0,00	-4214,00	-3,00	16,00
-6,00	6,00	5,00	-58,00	-2,00	0,00	0,00	-14,00	2,00	-8,00	-8,00	25,00	-1,00	-4219,00	-2,00	35,00
-6,00	2,00	15,00	-9,00	6,00	0,00	-1,00	-21,00	0,00	0,00	-7,00	74,00	5,00	-4224,00	-1,00	24,00
-7,00	3,00	11,00	-1,00	6,00	-5,00	-3,00	-15,00	-3,00	2,00	0,00	11,00	0,00	-4228,00	-7,00	-6,00
-4,00	0,00	18,00	-1,00	2,00	0,00	-5,00	4,00	-2,00	2,00	-10,00	19,00	4,00	-4234,00	-3,00	-18,00
-8,00	-5,00	-8,00	27,00	-2,00	-5,00	-11,00	11,00	-4,00	3,00	0,00	68,00	3,00	-4240,00	0,00	-11,00
0,00	-9,00	-21,00	20,00	-7,00	-1,00	-9,00	-5,00	-2,00	-4,00	-4,00	13,00	0,00	-4243,00	-6,00	-11,00
-6,00	-9,00	-1,00	8,00	0,00	-3,00	-1,00	0,00	2,00	0,00	-25,00	-34,00	0,00	-4249,00	-4,00	-15,00
-4,00	-2,00	-1,00	-1,00	-2,00	-6,00	0,00	5,00	-8,00	2,00	-16,00	-61,00	5,00	-4257,00	-8,00	-6,00
-4,00	-4,00	6,00	45,00	3,00	-4,00	0,00	0,00	-1,00	2,00	16,00	-57,00	4,00	-4262,00	-9,00	12,00
0,00	-1,00	7,00	51,00	0,00	-1,00	0,00	-3,00	7,00	-6,00	53,00	-79,00	2,00	-4264,00	-2,00	30,00
-5,00	-8,00	0,00	28,00	-2,00	-1,00	0,00	-3,00	5,00	-22,00	37,00	-110,00	5,00	-4268,00	-4,00	18,00
-4,00	-2,00	-1,00	-52,00	1,00	0,00	2,00	-7,00	2,00	-15,00	-36,00	6,00	0,00	-4276,00	-10,00	4,00
-6,00	-4,00	27,00	-93,00	8,00	-5,00	-3,00	-13,00	1,00	-2,00	-71,00	88,00	-2,00	-4281,00	-7,00	9,00
-4,00	-1,00	6,00	-70,00	-3,00	-3,00	-4,00	-4,00	5,00	-4,00	-32,00	54,00	0,00	-4288,00	-4,00	17,00
3,00	-5,00	-5,00	-29,00	3,00	-1,00	-4,00	11,00	5,00	-1,00	25,00	25,00	2,00	-4292,00	-7,00	7,00
-5,00	-1,00	-9,00	-32,00	2,00	-7,00	-7,00	5,00	-7,00	0,00	58,00	-20,00	3,00	-4301,00	-3,00	-3,00
-2,00	0,00	-5,00	-80,00	-1,00	-6,00	-4,00	0,00	-4,00	17,00	26,00	-25,00	4,00	-4305,00	-3,00	-4,00
9,00	1,00	3,00	-54,00	0,00	0,00	-1,00	-9,00	0,00	14,00	-29,00	2,00	2,00	-4314,00	-2,00	-3,00
-11,00	-4,00	2,00	-21,00	8,00	-8,00	-3,00	-6,00	-3,00	0,00	-30,00	56,00	2,00	-4316,00	-2,00	5,00
-3,00	-6,00	0,00	34,00	2,00	-3,00	-1,00	-8,00	0,00	-2,00	-21,00	114,00	4,00	-4323,00	-3,00	16,00
1,00	-6,00	0,00	60,00	1,00	-3,00	-7,00	-6,00	2,00	6,00	-42,00	39,00	4,00	-4329,00	-4,00	20,00
5,00	-9,00	-9,00	94,00	4,00	2,00	-4,00	-4,00	-1,00	-2,00	-29,00	-46,00	5,00	-4337,00	-2,00	9,00
-18,00	-1,00	-5,00	116,00	-1,00	2,00	-4,00	-9,00	-3,00	-1,00	26,00	-41,00	4,00	-4343,00	-2,00	-1,00
5,00	-1,00	-13,00	106,00	-1,00	-3,00	0,00	-14,00	-2,00	-5,00	53,00	-38,00	5,00	-4348,00	-4,00	-3,00
-6,00	-7,00	-8,00	44,00	-4,00	-6,00	-1,00	-15,00	0,00	-1,00	21,00	-2,00	2,00	-4355,00	-11,00	4,00
-3,00	-1,00	-9,00	22,00	0,00	-2,00	0,00	-28,00	4,00	-7,00	-21,00	21,00	0,00	-4359,00	-9,00	9,00
5,00	2,00	2,00	52,00	1,00	0,00	0,00	-24,00	0,00	-8,00	-17,00	10,00	4,00	-4367,00	-5,00	6,00
-10,00	0,00	-6,00	38,00	-4,00	0,00	-1,00	-13,00	0,00	-6,00	-15,00	-3,00	5,00	-4375,00	-8,00	-7,00
0,00	0,00	-17,00	30,00	-1,00	-8,00	-6,00	6,00	-4,00	5,00	-16,00	-52,00	3,00	-4382,00	-9,00	2,00
-9,00	6,00	26,00	56,00	-3,00	-2,00	-1,00	33,00	2,00	-1,00	13,00	-61,00	0,00	-4387,00	2,00	18,00
-9,00	-8,00	22,00	-4,00	13,00	-2,00	-4,00	13,00	2,00	-6,00	40,00	-27,00	2,00	-4394,00	1,00	2,00
-11,00	12,00	6,00	-43,00	4,00	-2,00	0,00	-5,00	2,00	-6,00	41,00	12,00	3,00	-4399,00	-6,00	-22,00
-5,00	7,00	-9,00	7,00	16,00	-8,00	0,00	-6,00	2,00	7,00	5,00	69,00	4,00	-4408,00	-3,00	-3,00
-1,00	2,00	-29,00	10,00	41,00	-5,00	0,00	-10,00	1,00	-1,00	-34,00	21,00	0,00	-4416,00	-4,00	29,00
12,00	15,00	2,00	22,00	1,00	0,00	-4,00	-8,00	2,00	-13,00	-43,00	-51,00	0,00	-4422,00	-7,00	17,00
5,00	-2,00	24,00	29,00	19,00	-5,00	0,00	15,00	4,00	-8,00	-24,00	-7,00	6,00	-4430,00	-12,00	-5,00
-9,00	-12,00	17,00	17,00	10,00	0,00	-3,00	9,00	2,00	3,00	-3,00	0,00	4,00	-4436,00	-10,00	5,00
-14,00	-2,00	14,00	-21,00	-15,00	-3,00	-11,00	2,00	-7,00	2,00	29,00	-8,00	3,00	-4447,00	-4,00	4,00
-11,00	-8,00	-4,00	-16,00	-4,00	0,00	0,00	3,00	-5,00	-1,00	64,00	40,00	5,00	-4451,00	-3,00	-3,00
-10,00	-11,00	-10,00	-6,00	18,00	-2,00	0,00	18,00	-2,00	-8,00	59,00	32,00	5,00	-4459,00	-7,00	2,00
-6,00	-10,00	-2,00	-19,00	-1,00	0,00	-2,00	3,00	-6,00	-5,00	2,00	7,00	1,00	-4467,00	-8,00	4,00
-4,00	-8,00	-6,00	-17,00	3,00	4,00	-10,00	5,00	0,00	1,00	-25,00	-6,00	0,00	-4475,00	-7,00	9,00
-2,00	-13,00	-4,00	-20,00	9,00	1,00	-3,00	0,00	-1,00	-5,00	-16,00	-15,00	2,00	-4482,00	-3,00	14,00
-5,00	-5,00	-17,00	-1,00	-5,00	-5,00	-3,00	-6,00	1,00	-5,00	-1,00	8,00	5,00	-4491,00	-3,00	7,00
-12,00	-6,00	-20,00	7,00	22,00	7,00	3,00	2,00	6,00	-8,00	0,00	26,00	5,00	-4498,00	-3,00	2,00
-13,00	-9,00	-13,00	6,00	0,00	-4,00	2,00	-3,00	2,00	-2,00	-30,00	25,00	1,00	-4508,00	-2,00	3,00
0,00	-7,00	23,00	3,00	-1,00	-4,00	-1,00	4,00	2,00	-5,00	-40,00	21,00	3,00	-4515,00	-8,00	7,00
0,00	-5,00	19,00	-23,00	-3,00	0,00	0,00	14,00	3,00	-3,00	-14,00	7,00	0,00	-4523,00	-7,00	9,00
-6,00	-13,00	-3,00	-68,00	0,00	7,00	6,00	-1,00	2,00	0,00	-8,00	-17,00	0,00	-4528,00	-5,00	10,00
-3,00	-8,00	10,00	-63,00	0,00	-7,00	-1,00	26,00	-2,00	-4,00	-3,00	-31,00	9,00	-4537,00	-8,00	12,00
-6,00	-3,00	23,00	-3,00	-10,00	-2,00	0,00	3,00	0,00	5,00	1,00	-8,00	7,00	-4546,00	-8,00	11,00
-6,00	8,00	27,00	46,00	-9,00	-1,00	0,00	-3,00	0,00	7,00	15,00	-1,00	0,00	-4555,00	-5,00	9,00
-5,00	7,00	-17,00	57,00	-9,00	-2,00	0,00	4,00	0,00	-1,00	32,00	18,00	5,00	-4563,00	-2,00	6,00
-1,00	-7,00	-20,00	40,00	-6,00	-2,00	-3,00	-4,00	2,00	-1,00	25,00	60,00	5,00	-4570,00	-3,00	-4,00
-6,00	-2,00	14,00	39,00	-2,00	-2,00	-3,00	-14,00	-6,00	-1,00	14,00	45,00	2,00	-4578,00	-5,00	-3,00
-14,00	-6,00	18,00	45,00	-2,00	-1,00	0,00	-19,00	-3,00	-4,00	-6,00	1,00	2,00	-4588,00	-7,00	5,00
-8,00	0,00	5,00	46,00	-2,00	-3,00	0,00	-18,00	-6,00	-1,00	-37,00	-46,00	0,00	-4599,00	-7,00	7,00
-6,00	-1,00	-30,00	64,00	0,00	-1,00	-3,00	-22,00	-7,00	-11,00	-31,00	-100,00	5,00	-4607,00	-6,00	0,00
-1,00	3,00	-20,00	52,00	-7,00	-6,00	-6,00	-28,00	6,00	-16,00	0,00	-98,00	4,00	-4614,00	-6,00	0,00
-9,00	2,00	-34,00	-32,00	-7,00	-2,00	-5,00	-17,00	6,00	-7,00	27,00	-61,00	4,00	-4621,00	-5,00	-8,00
-7,00	0,00	4,00	-58,00	0,00	-2,00	-5,00	-18,00	-3,00	11,00	27,00	-19,00	2,00	-4631,00	-7,00	-18,00
-1,00	-1,00	10,00	-67,00	1,00	-5,00	-4,00	-18,00	-3,00	9,00	7,00	-10,00	0,00	-4639,00	-7,00	-31,00
-6,00	-1,00	30,00	-148,00	-1,00	0,00	-4,00	-13,00	1,00	-1,00	-21,00	-7,00	5,00	-4649,00	-3,00	-20,00
-2,00	-4,00	-13,00	-107,00	-1,00	-2,00	-3,00	-18,00	-1,00	-4,00	-41,00	52,00	6,00	-4657,00	-3,00	34,00
-5,00	-8,00	-29,00	-85,00	0,00	-3,00	-3,00	-4,00	-3,00	0,00	-17,00	99,00	4,00	-4668,00	-3,00	59,00
-1,00	-7,00	23,00	-43,00	2,00	0,00	-8,00	13,00	-2,00	3,00	2,00	75,00	0,00	-4678,00	-8,00	26,00
-1,00	-2,00	33,00	12,00	3,00	-8,00	-4,00	27,00	1,00	5,00	-1,00	65,00	-2,00	-4687,00	-6,00	3,00
-2,00	0,00	9,00	114,00	0,00	-7,00	-1,00	8,00	1,00	1,00	4,00	72,00	0,00	-4694,00	-3,00	4,00
0,00	-8,00	-6,00	89,00	-6,00	-7,00	0,00	0,00	2,00	-1,00	0,00	85,00	2,00	-4704,00	-3,00	18,00
-2,00	-4,00	-1,00	-1,00	0,00	-3,00	0,00	9,00	0,00	-1,00	0,00	76,00	6,00	-4714,00	-7,00	30,00
0,00	0,00	-8,00	86,00	-3,00	-6,00	-6,00	4,00	3,00	-4,00	7,00	19,00	3,00	-4723,00	-4,00	11,00
-6,00	3,00	-3,00	93,00	0,00	-2,00	-5,00	5,00	0,00	-3,00	-2,00	-48,00	2,00	-4730,00	-4,00	-6,00
-2,00	-7,00	2,00	9,00	0,00	-2,00	-1,00	-3,00	-6,00	-3,00	-15,00	-108,00	2,00	-4741,00	-7,00	-6,00
-2,00	-2,00	6,00	12,00	0,00	-1,00	-4,00	-4,00	-8,00	-6,00	-1,00	-151,00	6,00	-4753,00	-7,00	3,00
-10,00	1,00	6,00	191,00	18,00	-7,00	-4,00	4,00	1,00	1,00	3,00	-95,00	0,00	-4762,00	-4,00	1,00
-5,00	-2,00	-5,00	133,00	4,00	-7,00	-7,00	4,00	-1,00	0,00	0,00	-62,00	2,00	-4771,00	-7,00	-14,00
-4,00	-2,00	-5,00	-18,00	1,00	-1,00	-4,00	0,00	2,00	-2,00	6,00	-46,00	9,00	-4781,00	-6,00	-34,00
0,00	1,00	-1,00	-58,00	-5,00	0,00	-4,00	-10,00	2,00	-6,00	10,00	34,00	4,00	-4790,00	-2,00	-30,00
-1,00	-9,00	0,00	-50,00	-2,00	-7,00	-4,00	-4,00	-4,00	3,00	9,00	22,00	3,00	-4801,00	-8,00	-6,00
-3,00	-5,00	-1,00	-80,00	-2,00	-2,00	-4,00	-1,00	3,00	5,00	-9,00	-14,00	7,00	-4810,00	-5,00	-2,00
-6,00	-9,00	14,00	-94,00	3,00	-5,00	-4,00	-7,00	-2,00	-4,00	-21,00	49,00	3,00	-4818,00	-5,00	16,00
-8,00	-10,00	10,00	-66,00	-3,00	2,00	-1,00	-17,00	-1,00	-6,00	-9,00	75,00	0,00	-4828,00	-9,00	50,00
-7,00	-9,00	14,00	-25,00	3,00	2,00	0,00	-7,00	2,00	-13,00	2,00	80,00	6,00	-4840,00	-5,00	38,00
-5,00	-9,00	14,00	48,00	-4,00	2,00	-3,00	-6,00	1,00	-13,00	4,00	65,00	4,00	-4849,00	-8,00	6,00
-4,00	-8,00	2,00	139,00	-2,00	-2,00	-3,00	-2,00	2,00	-3,00	30,00	23,00	3,00	-4857,00	-7,00	19,00
4,00	-10,00	-12,00	46,00	0,00	-1,00	-7,00	0,00	3,00	-4,00	81,00	13,00	0,00	-4868,00	-4,00	30,00
2,00	-12,00	-11,00	-11,00	-1,00	0,00	-7,00	-3,00	0,00	3,00	101,00	-52,00	0,00	-4879,00	-7,00	7,00
0,00	-6,00	-11,00	-23,00	0,00	-1,00	0,00	-3,00	0,00	6,00	23,00	-108,00	0,00	-4888,00	-10,00	-13,00
-7,00	-6,00	-17,00	105,00	0,00	-1,00	-3,00	-2,00	-1,00	9,00	-84,00	-37,00	0,00	-4900,00	-3,00	0,00
-3,00	-4,00	-2,00	29,00	2,00	4,00	0,00	-4,00	-5,00	4,00	-111,00	27,00	2,00	-4910,00	3,00	8,00
-1,00	-9,00	14,00	-34,00	1,00	-2,00	3,00	-10,00	-2,00	-13,00	-61,00	32,00	7,00	-4921,00	0,00	6,00
3,00	-9,00	6,00	26,00	6,00	-8,00	-2,00	-18,00	-2,00	-14,00	-29,00	18,00	4,00	-4930,00	-5,00	3,00
-2,00	-4,00	-20,00	71,00	3,00	-7,00	-3,00	-24,00	-2,00	-9,00	-11,00	2,00	6,00	-4941,00	-8,00	-9,00
