MegaWin ASCII file

[DEFINITIONS]
Version=1
ChannelCount=16
DataType=1
SamplingFreq=1000.000000
FirstSampleTime=0.000000
PhaseName=Raw Free 01/07/2013 17:53:07


[COMMENT]
10L(alternativas_i_d)


[SOURCE NAMES]
RA
OE
OI
ES
RF
BF
TA
GL
RA
OE
OI
ES
RF
BF
TA
GL


[SIDE INFO]
R
R
R
R
R
R
R
R
L
L
L
L
L
L
L
L


[UNITS]
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV




[DATA]
-1,00	-2,00	7,00	41,00	33,00	-6,00	-10,00	6,00	6,00	0,00	20,00	15,00	-2,00	-8062,00	11,00	4,00
-7,00	-6,00	5,00	0,00	4,00	-9,00	-2,00	-4,00	6,00	-1,00	26,00	0,00	5,00	-8065,00	22,00	5,00
-2,00	-2,00	6,00	-51,00	-26,00	-3,00	6,00	-6,00	2,00	-2,00	3,00	-24,00	8,00	-8071,00	-14,00	2,00
-2,00	-9,00	-5,00	-43,00	-49,00	-7,00	3,00	-7,00	3,00	4,00	-35,00	-40,00	3,00	-8076,00	-37,00	6,00
-2,00	-8,00	-13,00	-21,00	-1,00	-6,00	4,00	-3,00	-1,00	0,00	-21,00	-43,00	4,00	-8076,00	-17,00	6,00
-4,00	-9,00	-1,00	-15,00	18,00	-4,00	0,00	-5,00	-8,00	-4,00	-1,00	-46,00	10,00	-8079,00	-4,00	11,00
-6,00	-9,00	4,00	-49,00	10,00	-1,00	-1,00	-6,00	-2,00	7,00	-8,00	-1,00	4,00	-8082,00	-7,00	11,00
-1,00	-5,00	-10,00	-36,00	6,00	-2,00	0,00	-9,00	1,00	-5,00	-16,00	48,00	-3,00	-8085,00	-7,00	6,00
3,00	-2,00	-9,00	24,00	7,00	0,00	3,00	-11,00	3,00	-6,00	-14,00	57,00	-1,00	-8087,00	-5,00	5,00
0,00	-3,00	-6,00	40,00	29,00	-6,00	6,00	-10,00	3,00	0,00	0,00	57,00	5,00	-8091,00	-6,00	6,00
-4,00	-1,00	-4,00	20,00	17,00	-3,00	-1,00	-10,00	-4,00	2,00	23,00	48,00	2,00	-8095,00	-7,00	4,00
0,00	-1,00	7,00	44,00	-2,00	-1,00	-4,00	-7,00	-6,00	0,00	38,00	14,00	-1,00	-8097,00	-7,00	1,00
-7,00	-4,00	5,00	31,00	-112,00	-5,00	-1,00	-8,00	0,00	-10,00	38,00	-28,00	2,00	-8101,00	-9,00	2,00
-6,00	-2,00	2,00	36,00	-174,00	-2,00	-8,00	-13,00	0,00	-11,00	7,00	-42,00	7,00	-8105,00	-12,00	9,00
-4,00	-4,00	-23,00	44,00	-177,00	-6,00	-8,00	-15,00	0,00	-8,00	-38,00	-6,00	2,00	-8106,00	-8,00	6,00
-6,00	-6,00	-35,00	-7,00	-86,00	-7,00	-11,00	-14,00	-1,00	-14,00	-38,00	14,00	4,00	-8109,00	-6,00	2,00
0,00	-4,00	-3,00	-14,00	17,00	-4,00	-12,00	-8,00	0,00	-5,00	-12,00	4,00	4,00	-8111,00	-9,00	3,00
-9,00	-1,00	23,00	31,00	73,00	-3,00	-12,00	-3,00	1,00	3,00	-4,00	-9,00	4,00	-8114,00	-4,00	3,00
0,00	1,00	14,00	38,00	100,00	0,00	-9,00	-11,00	-1,00	0,00	3,00	-18,00	2,00	-8116,00	-8,00	4,00
-5,00	3,00	13,00	4,00	98,00	0,00	-8,00	-21,00	-4,00	7,00	16,00	-10,00	-2,00	-8118,00	-8,00	5,00
3,00	1,00	14,00	-8,00	63,00	1,00	-2,00	11,00	0,00	-1,00	33,00	0,00	-2,00	-8118,00	-6,00	5,00
9,00	2,00	3,00	30,00	-83,00	-1,00	2,00	-4,00	1,00	-8,00	50,00	-1,00	10,00	-8121,00	-7,00	6,00
2,00	-1,00	-18,00	71,00	-119,00	-6,00	0,00	5,00	1,00	-1,00	36,00	-14,00	7,00	-8125,00	-8,00	2,00
-10,00	-1,00	-6,00	77,00	-23,00	-6,00	-2,00	9,00	2,00	-1,00	-4,00	-18,00	3,00	-8126,00	-6,00	1,00
-1,00	4,00	10,00	57,00	36,00	-5,00	-8,00	6,00	2,00	5,00	-36,00	10,00	8,00	-8128,00	-6,00	5,00
18,00	-10,00	14,00	72,00	93,00	-3,00	-5,00	0,00	0,00	8,00	-46,00	32,00	7,00	-8128,00	-11,00	5,00
-5,00	-14,00	2,00	75,00	113,00	-1,00	-2,00	12,00	-3,00	6,00	-41,00	27,00	-1,00	-8128,00	-13,00	3,00
-10,00	-3,00	-5,00	82,00	-69,00	3,00	3,00	18,00	0,00	-6,00	-26,00	18,00	-1,00	-8132,00	-7,00	4,00
-4,00	-11,00	-13,00	89,00	-185,00	4,00	0,00	2,00	2,00	-7,00	-1,00	3,00	1,00	-8131,00	-6,00	5,00
-4,00	-4,00	-16,00	91,00	-108,00	-1,00	0,00	-4,00	-4,00	-4,00	30,00	-4,00	-2,00	-8133,00	-7,00	6,00
-4,00	-8,00	-2,00	92,00	103,00	4,00	0,00	6,00	-3,00	-4,00	33,00	-8,00	0,00	-8136,00	-9,00	7,00
-6,00	-16,00	0,00	62,00	213,00	0,00	0,00	-10,00	0,00	-9,00	17,00	-22,00	0,00	-8138,00	-8,00	9,00
-3,00	-14,00	-2,00	48,00	248,00	-4,00	6,00	-15,00	2,00	-6,00	17,00	-30,00	4,00	-8139,00	-7,00	6,00
6,00	-16,00	2,00	61,00	228,00	-5,00	-1,00	-17,00	2,00	0,00	7,00	-41,00	4,00	-8140,00	-9,00	5,00
16,00	-27,00	-5,00	74,00	107,00	-2,00	2,00	-18,00	0,00	8,00	-23,00	-30,00	2,00	-8141,00	-6,00	4,00
0,00	-29,00	-18,00	61,00	-4,00	-1,00	-1,00	-28,00	2,00	-1,00	-39,00	37,00	1,00	-8141,00	-4,00	3,00
14,00	-23,00	-12,00	51,00	-43,00	-6,00	-4,00	-27,00	0,00	-7,00	-36,00	75,00	0,00	-8139,00	-5,00	4,00
0,00	-27,00	-6,00	53,00	-34,00	-3,00	-1,00	-20,00	-2,00	-6,00	-14,00	45,00	2,00	-8142,00	-7,00	2,00
-4,00	-25,00	-9,00	34,00	-65,00	7,00	-3,00	-6,00	0,00	-3,00	18,00	0,00	4,00	-8143,00	-10,00	4,00
-5,00	-27,00	-6,00	14,00	-66,00	-3,00	-3,00	36,00	-1,00	-4,00	35,00	-22,00	2,00	-8144,00	-7,00	6,00
-11,00	-28,00	-14,00	7,00	-59,00	-6,00	-7,00	30,00	0,00	0,00	20,00	-16,00	2,00	-8144,00	-7,00	4,00
-13,00	-29,00	-13,00	-22,00	-90,00	2,00	-6,00	16,00	0,00	6,00	-17,00	2,00	2,00	-8145,00	-9,00	3,00
-16,00	-21,00	-6,00	-30,00	-52,00	2,00	-1,00	6,00	-2,00	14,00	-35,00	15,00	3,00	-8145,00	-9,00	3,00
-17,00	-18,00	17,00	-29,00	13,00	-6,00	-7,00	5,00	0,00	5,00	0,00	19,00	3,00	-8145,00	-10,00	3,00
-19,00	-20,00	30,00	-47,00	70,00	-9,00	-4,00	-2,00	3,00	0,00	29,00	19,00	5,00	-8144,00	-7,00	2,00
-20,00	-17,00	3,00	-74,00	91,00	-3,00	-2,00	-7,00	4,00	-5,00	22,00	0,00	4,00	-8145,00	-5,00	3,00
-21,00	-16,00	-3,00	-68,00	75,00	2,00	0,00	-3,00	0,00	-3,00	4,00	-24,00	4,00	-8145,00	-5,00	6,00
-22,00	-14,00	9,00	-18,00	20,00	-7,00	-8,00	-6,00	-2,00	-6,00	-4,00	-25,00	4,00	-8145,00	-7,00	6,00
-15,00	-10,00	14,00	-16,00	-44,00	-9,00	-5,00	-3,00	-2,00	-11,00	-5,00	-11,00	2,00	-8144,00	-7,00	2,00
-18,00	-12,00	7,00	-55,00	-113,00	-10,00	-1,00	-2,00	-2,00	-9,00	-9,00	-14,00	1,00	-8146,00	-7,00	3,00
-14,00	-8,00	22,00	-63,00	-106,00	-3,00	2,00	-2,00	-1,00	-1,00	-13,00	-13,00	0,00	-8145,00	-9,00	2,00
-15,00	3,00	27,00	-68,00	-54,00	-7,00	-3,00	0,00	0,00	-3,00	-15,00	-8,00	1,00	-8145,00	-8,00	6,00
-18,00	7,00	0,00	-68,00	17,00	-9,00	-4,00	-5,00	-1,00	-1,00	-10,00	6,00	1,00	-8144,00	-7,00	7,00
-15,00	9,00	-6,00	-50,00	42,00	-8,00	0,00	-11,00	0,00	-2,00	-4,00	20,00	4,00	-8145,00	-9,00	2,00
-13,00	12,00	9,00	0,00	60,00	-6,00	-3,00	-3,00	2,00	5,00	0,00	14,00	2,00	-8144,00	-8,00	6,00
-4,00	14,00	10,00	13,00	77,00	-6,00	-8,00	-11,00	2,00	0,00	3,00	-9,00	1,00	-8141,00	-6,00	7,00
-9,00	18,00	-6,00	28,00	51,00	-7,00	-10,00	-9,00	0,00	-5,00	8,00	-34,00	3,00	-8140,00	-8,00	6,00
-1,00	19,00	-19,00	20,00	-1,00	-3,00	-6,00	-5,00	0,00	-6,00	7,00	-21,00	6,00	-8141,00	-9,00	6,00
-3,00	23,00	-24,00	-20,00	-8,00	3,00	-4,00	-7,00	0,00	0,00	8,00	24,00	3,00	-8141,00	-10,00	5,00
-1,00	25,00	-31,00	-6,00	43,00	2,00	-10,00	-9,00	0,00	-3,00	6,00	39,00	3,00	-8140,00	-8,00	4,00
3,00	23,00	-10,00	-15,00	75,00	-4,00	-3,00	-7,00	-1,00	-2,00	8,00	18,00	3,00	-8139,00	-4,00	6,00
10,00	23,00	-13,00	-2,00	42,00	-6,00	8,00	-11,00	0,00	5,00	7,00	7,00	2,00	-8137,00	-8,00	3,00
9,00	13,00	1,00	-37,00	-9,00	-3,00	-4,00	-14,00	-1,00	-2,00	0,00	2,00	4,00	-8135,00	-7,00	3,00
12,00	11,00	-1,00	-21,00	-29,00	-9,00	-1,00	-15,00	-3,00	-10,00	0,00	-2,00	2,00	-8132,00	-4,00	3,00
7,00	7,00	-8,00	-4,00	5,00	-14,00	-1,00	-12,00	-2,00	-10,00	2,00	-9,00	2,00	-8132,00	-6,00	2,00
13,00	3,00	-5,00	-7,00	0,00	-13,00	0,00	-5,00	-1,00	-2,00	4,00	-8,00	0,00	-8131,00	-5,00	2,00
8,00	4,00	-10,00	10,00	-120,00	-15,00	4,00	-7,00	-3,00	-6,00	-6,00	-10,00	0,00	-8130,00	-3,00	5,00
21,00	0,00	-10,00	-32,00	-176,00	-2,00	0,00	-8,00	0,00	-11,00	-13,00	-9,00	-1,00	-8127,00	-6,00	8,00
16,00	-8,00	-13,00	-48,00	-89,00	4,00	-3,00	6,00	2,00	-4,00	2,00	-3,00	0,00	-8127,00	-8,00	9,00
13,00	-8,00	-23,00	22,00	18,00	3,00	-1,00	2,00	3,00	2,00	23,00	-5,00	2,00	-8125,00	-7,00	2,00
11,00	-2,00	-28,00	37,00	75,00	5,00	-7,00	4,00	0,00	-4,00	19,00	-7,00	4,00	-8123,00	-7,00	0,00
6,00	-4,00	-2,00	32,00	85,00	-2,00	-4,00	-2,00	0,00	-3,00	-1,00	7,00	6,00	-8119,00	-9,00	3,00
-1,00	-5,00	3,00	18,00	93,00	-3,00	-1,00	-4,00	2,00	4,00	-14,00	14,00	7,00	-8117,00	-8,00	3,00
0,00	-9,00	-9,00	-2,00	38,00	-2,00	-3,00	-4,00	0,00	-1,00	-13,00	10,00	3,00	-8117,00	-5,00	2,00
-10,00	-1,00	-2,00	-21,00	-44,00	-7,00	0,00	-2,00	-1,00	-1,00	-10,00	7,00	4,00	-8114,00	-7,00	2,00
-6,00	-1,00	2,00	26,00	-246,00	-7,00	-4,00	3,00	1,00	1,00	-3,00	6,00	5,00	-8112,00	-8,00	4,00
-4,00	0,00	-2,00	39,00	-297,00	-6,00	-6,00	4,00	2,00	4,00	-8,00	9,00	2,00	-8110,00	-5,00	5,00
-14,00	1,00	-6,00	19,00	-200,00	-2,00	-2,00	0,00	0,00	-2,00	-11,00	9,00	2,00	-8106,00	-6,00	5,00
-14,00	2,00	2,00	40,00	-28,00	-5,00	-4,00	-4,00	0,00	-7,00	-8,00	0,00	3,00	-8105,00	-10,00	4,00
-9,00	-3,00	-18,00	7,00	125,00	-1,00	-4,00	-3,00	2,00	1,00	-4,00	-14,00	0,00	-8103,00	-9,00	4,00
-9,00	-9,00	-27,00	0,00	230,00	-2,00	-4,00	-7,00	-1,00	4,00	-5,00	-16,00	2,00	-8100,00	-8,00	2,00
-14,00	-12,00	-9,00	-8,00	274,00	-6,00	-4,00	-2,00	-2,00	-5,00	0,00	-4,00	2,00	-8096,00	-4,00	5,00
-8,00	-10,00	17,00	3,00	218,00	-5,00	-1,00	-7,00	-1,00	-6,00	6,00	0,00	2,00	-8091,00	-7,00	5,00
-8,00	-11,00	14,00	15,00	101,00	-4,00	0,00	-6,00	-3,00	0,00	9,00	3,00	3,00	-8089,00	-8,00	5,00
-8,00	-12,00	11,00	27,00	7,00	-2,00	-4,00	-6,00	-1,00	-9,00	0,00	8,00	2,00	-8087,00	-10,00	4,00
-13,00	-13,00	2,00	43,00	-5,00	0,00	-3,00	-2,00	-1,00	-8,00	0,00	0,00	4,00	-8082,00	-9,00	4,00
-10,00	-9,00	16,00	34,00	-3,00	-4,00	-1,00	-6,00	-3,00	-2,00	23,00	-9,00	4,00	-8081,00	-3,00	8,00
-12,00	-4,00	6,00	-8,00	0,00	0,00	-10,00	-2,00	-2,00	-2,00	31,00	-11,00	1,00	-8078,00	-4,00	10,00
-8,00	-10,00	14,00	-8,00	-2,00	1,00	-11,00	-9,00	0,00	-4,00	-6,00	-3,00	3,00	-8076,00	-9,00	5,00
-4,00	-7,00	6,00	13,00	5,00	-4,00	-14,00	-11,00	2,00	-4,00	-42,00	9,00	6,00	-8072,00	-7,00	2,00
-1,00	-7,00	-8,00	6,00	27,00	-8,00	-13,00	-15,00	3,00	10,00	-31,00	13,00	4,00	-8068,00	-7,00	2,00
0,00	-5,00	-9,00	-9,00	13,00	-7,00	-15,00	-15,00	0,00	7,00	9,00	13,00	4,00	-8064,00	-6,00	2,00
-2,00	-6,00	6,00	-62,00	-168,00	-6,00	-16,00	0,00	-3,00	0,00	37,00	16,00	2,00	-8059,00	-8,00	3,00
-4,00	-3,00	12,00	-86,00	-241,00	-5,00	-10,00	1,00	0,00	0,00	27,00	0,00	2,00	-8056,00	-8,00	2,00
-8,00	0,00	30,00	-31,00	-154,00	-6,00	-11,00	1,00	2,00	3,00	-8,00	-19,00	1,00	-8051,00	-6,00	3,00
0,00	-3,00	12,00	34,00	-39,00	-1,00	-4,00	-1,00	0,00	-7,00	-39,00	-17,00	3,00	-8047,00	-8,00	5,00
-5,00	-1,00	0,00	78,00	71,00	6,00	5,00	-2,00	-1,00	-1,00	-41,00	-1,00	4,00	-8043,00	-9,00	4,00
-4,00	-4,00	-1,00	71,00	130,00	4,00	3,00	0,00	-1,00	4,00	-18,00	13,00	2,00	-8040,00	-9,00	6,00
-4,00	-3,00	6,00	12,00	165,00	2,00	7,00	-6,00	2,00	3,00	-1,00	11,00	0,00	-8036,00	-6,00	4,00
-1,00	-8,00	10,00	16,00	110,00	5,00	4,00	-10,00	2,00	-4,00	14,00	0,00	0,00	-8031,00	-7,00	4,00
-3,00	-9,00	10,00	49,00	23,00	0,00	0,00	-4,00	0,00	-7,00	10,00	-10,00	1,00	-8025,00	-7,00	7,00
-6,00	-9,00	-4,00	91,00	13,00	-4,00	-3,00	0,00	-1,00	-7,00	-13,00	-14,00	4,00	-8024,00	-10,00	6,00
-9,00	-2,00	-8,00	86,00	6,00	-3,00	2,00	-4,00	-1,00	0,00	-23,00	-9,00	2,00	-8020,00	-8,00	4,00
-8,00	-4,00	-9,00	77,00	-2,00	-6,00	3,00	-3,00	3,00	0,00	-11,00	0,00	0,00	-8015,00	-7,00	3,00
-10,00	-11,00	-10,00	45,00	5,00	-6,00	6,00	-1,00	0,00	-2,00	-6,00	6,00	3,00	-8009,00	-6,00	4,00
0,00	-10,00	-2,00	11,00	10,00	-6,00	4,00	4,00	0,00	-6,00	0,00	1,00	6,00	-8004,00	-6,00	7,00
-6,00	-8,00	-7,00	-75,00	8,00	-8,00	3,00	9,00	-2,00	-5,00	38,00	0,00	4,00	-8000,00	-8,00	5,00
-5,00	-12,00	-1,00	-120,00	32,00	-6,00	0,00	3,00	-1,00	0,00	96,00	12,00	4,00	-7995,00	-9,00	5,00
-9,00	-9,00	9,00	-43,00	29,00	3,00	0,00	0,00	-2,00	0,00	118,00	8,00	1,00	-7992,00	-5,00	4,00
-4,00	-10,00	0,00	5,00	19,00	3,00	-3,00	0,00	1,00	-9,00	52,00	-2,00	1,00	-7986,00	-6,00	3,00
-3,00	-6,00	-5,00	5,00	-34,00	-1,00	-8,00	-4,00	3,00	-8,00	-69,00	-3,00	3,00	-7981,00	-8,00	2,00
-4,00	-5,00	6,00	-8,00	-137,00	-1,00	-4,00	-10,00	1,00	-6,00	-117,00	-9,00	4,00	-7975,00	-9,00	2,00
-2,00	-2,00	6,00	-72,00	-107,00	-2,00	-4,00	-14,00	-1,00	-8,00	-61,00	-5,00	0,00	-7971,00	-8,00	3,00
-4,00	-4,00	6,00	-131,00	-82,00	-11,00	-7,00	-18,00	-2,00	-5,00	-20,00	7,00	0,00	-7965,00	-7,00	2,00
0,00	-8,00	-1,00	-116,00	-35,00	-10,00	-5,00	-11,00	-1,00	-6,00	-9,00	3,00	1,00	-7959,00	-9,00	4,00
-8,00	-6,00	-9,00	0,00	57,00	-9,00	-6,00	-6,00	0,00	4,00	-5,00	3,00	1,00	-7955,00	-8,00	4,00
-1,00	-3,00	-14,00	48,00	97,00	-6,00	-1,00	3,00	4,00	6,00	7,00	10,00	1,00	-7947,00	-7,00	6,00
-3,00	-2,00	-5,00	42,00	77,00	-1,00	-3,00	3,00	1,00	-2,00	33,00	18,00	0,00	-7943,00	-8,00	6,00
-6,00	-1,00	13,00	23,00	9,00	3,00	-4,00	-2,00	0,00	6,00	49,00	13,00	5,00	-7940,00	-3,00	5,00
0,00	-1,00	0,00	0,00	-1,00	3,00	-7,00	-6,00	6,00	-3,00	37,00	-3,00	3,00	-7934,00	0,00	6,00
-6,00	-1,00	-1,00	17,00	5,00	0,00	-4,00	-3,00	3,00	-9,00	4,00	-23,00	-1,00	-7927,00	0,00	7,00
-2,00	-3,00	2,00	22,00	14,00	-2,00	-3,00	-2,00	-2,00	0,00	-37,00	-26,00	5,00	-7921,00	-11,00	8,00
-2,00	-7,00	-5,00	52,00	6,00	-6,00	-3,00	6,00	-1,00	-2,00	-40,00	-4,00	6,00	-7917,00	-15,00	0,00
2,00	-7,00	-15,00	43,00	-103,00	-4,00	0,00	8,00	4,00	2,00	-16,00	13,00	4,00	-7911,00	-10,00	-1,00
-1,00	-2,00	-9,00	1,00	-184,00	-2,00	-8,00	-2,00	3,00	0,00	-13,00	9,00	7,00	-7903,00	-6,00	4,00
-6,00	-3,00	9,00	5,00	-141,00	-2,00	-4,00	0,00	-3,00	-6,00	4,00	2,00	3,00	-7897,00	-6,00	6,00
-3,00	0,00	6,00	-12,00	-61,00	-3,00	-7,00	0,00	1,00	-7,00	34,00	0,00	-4,00	-7891,00	-8,00	0,00
0,00	2,00	-1,00	-9,00	25,00	-10,00	-1,00	-7,00	-1,00	-4,00	39,00	5,00	0,00	-7885,00	-8,00	2,00
-4,00	0,00	-12,00	6,00	88,00	-8,00	3,00	-6,00	-2,00	0,00	10,00	7,00	6,00	-7880,00	-7,00	6,00
-4,00	-1,00	-13,00	49,00	152,00	-2,00	3,00	-11,00	-1,00	0,00	-21,00	6,00	1,00	-7872,00	-8,00	3,00
-9,00	-10,00	-5,00	41,00	144,00	1,00	3,00	0,00	1,00	-2,00	-26,00	7,00	3,00	-7868,00	-6,00	0,00
-4,00	-16,00	-13,00	27,00	75,00	-2,00	3,00	7,00	0,00	7,00	-16,00	0,00	3,00	-7862,00	-4,00	2,00
-2,00	-14,00	-9,00	10,00	90,00	-3,00	-2,00	3,00	0,00	6,00	-9,00	-13,00	8,00	-7856,00	-8,00	6,00
0,00	-12,00	4,00	-4,00	105,00	-3,00	-2,00	-6,00	3,00	-8,00	3,00	-6,00	3,00	-7848,00	-4,00	4,00
-6,00	-8,00	10,00	-10,00	63,00	-5,00	-10,00	-10,00	2,00	-10,00	-3,00	-6,00	3,00	-7838,00	-4,00	0,00
0,00	-1,00	6,00	-13,00	44,00	-3,00	-15,00	0,00	-4,00	-7,00	-17,00	-8,00	7,00	-7833,00	-9,00	8,00
-3,00	0,00	3,00	-34,00	14,00	0,00	-6,00	-3,00	0,00	0,00	-1,00	8,00	4,00	-7828,00	-10,00	10,00
-1,00	-4,00	-13,00	-39,00	-33,00	-6,00	-8,00	-3,00	5,00	-2,00	5,00	22,00	-4,00	-7819,00	-8,00	4,00
-3,00	-2,00	2,00	-56,00	-149,00	-3,00	-9,00	-7,00	1,00	-6,00	-7,00	22,00	-1,00	-7813,00	-7,00	3,00
0,00	-4,00	13,00	-13,00	-127,00	-4,00	1,00	-4,00	-3,00	-3,00	-3,00	11,00	7,00	-7808,00	-7,00	7,00
-1,00	-7,00	14,00	40,00	-71,00	-5,00	-3,00	-6,00	-3,00	13,00	-3,00	-8,00	5,00	-7799,00	-10,00	7,00
-9,00	-4,00	11,00	147,00	-32,00	-2,00	-6,00	-4,00	-1,00	11,00	-1,00	-10,00	2,00	-7792,00	-9,00	3,00
-6,00	-8,00	-15,00	123,00	33,00	0,00	-1,00	-9,00	-2,00	2,00	2,00	2,00	2,00	-7781,00	-7,00	2,00
-4,00	-6,00	-32,00	28,00	90,00	-5,00	0,00	-15,00	-1,00	-6,00	-7,00	4,00	-1,00	-7775,00	-5,00	3,00
0,00	-3,00	-21,00	-20,00	101,00	-4,00	0,00	-30,00	-2,00	-3,00	-10,00	-9,00	0,00	-7768,00	-6,00	3,00
-6,00	0,00	-5,00	-36,00	34,00	-6,00	-7,00	-38,00	-1,00	0,00	-3,00	-17,00	4,00	-7762,00	-8,00	2,00
-3,00	0,00	-1,00	-15,00	2,00	-8,00	-4,00	-39,00	1,00	-2,00	12,00	-10,00	6,00	-7755,00	-8,00	8,00
-1,00	-4,00	11,00	42,00	-1,00	-7,00	-5,00	-25,00	2,00	-7,00	40,00	-10,00	5,00	-7746,00	-6,00	8,00
-1,00	-7,00	10,00	38,00	-13,00	0,00	-10,00	17,00	0,00	0,00	51,00	-10,00	5,00	-7739,00	-6,00	6,00
-5,00	-9,00	2,00	43,00	-25,00	2,00	-11,00	40,00	0,00	4,00	21,00	11,00	5,00	-7731,00	-8,00	6,00
0,00	-3,00	2,00	43,00	-19,00	1,00	-3,00	34,00	2,00	-2,00	-20,00	24,00	5,00	-7724,00	-7,00	6,00
-1,00	-4,00	-1,00	43,00	-6,00	0,00	-3,00	6,00	3,00	-3,00	-34,00	13,00	5,00	-7715,00	-6,00	4,00
-1,00	-6,00	6,00	39,00	-1,00	-1,00	-1,00	7,00	2,00	-6,00	-18,00	-9,00	3,00	-7707,00	-10,00	6,00
3,00	-3,00	-1,00	30,00	-13,00	-1,00	0,00	8,00	0,00	0,00	-9,00	-24,00	0,00	-7699,00	-8,00	7,00
-2,00	-3,00	-10,00	3,00	-8,00	-7,00	-3,00	1,00	-2,00	-1,00	-14,00	-9,00	2,00	-7692,00	-4,00	6,00
-5,00	-1,00	0,00	-11,00	-6,00	-5,00	0,00	32,00	-1,00	-2,00	-13,00	14,00	2,00	-7681,00	-7,00	7,00
-4,00	-8,00	21,00	-2,00	1,00	-3,00	-6,00	0,00	0,00	3,00	-4,00	25,00	3,00	-7674,00	-9,00	5,00
7,00	-9,00	-2,00	13,00	6,00	-4,00	-10,00	-11,00	-1,00	3,00	0,00	30,00	4,00	-7667,00	-8,00	1,00
0,00	4,00	-16,00	27,00	-4,00	-3,00	-15,00	-1,00	4,00	-6,00	0,00	19,00	6,00	-7660,00	-8,00	5,00
-10,00	-1,00	5,00	29,00	-4,00	-1,00	-10,00	14,00	-1,00	-8,00	-1,00	-15,00	2,00	-7649,00	-11,00	7,00
12,00	-2,00	29,00	26,00	-191,00	3,00	-2,00	7,00	-2,00	-10,00	2,00	-35,00	2,00	-7641,00	-11,00	5,00
-12,00	0,00	7,00	-2,00	-245,00	-3,00	0,00	27,00	2,00	-8,00	0,00	-13,00	2,00	-7634,00	-6,00	2,00
4,00	-10,00	15,00	-4,00	-111,00	-1,00	2,00	10,00	-3,00	-2,00	0,00	8,00	2,00	-7623,00	-3,00	4,00
6,00	-10,00	-4,00	11,00	62,00	6,00	4,00	-15,00	-4,00	-3,00	13,00	8,00	4,00	-7616,00	-8,00	7,00
-8,00	-2,00	-20,00	-10,00	183,00	2,00	2,00	-15,00	-1,00	-1,00	35,00	14,00	4,00	-7608,00	-8,00	8,00
-5,00	-8,00	8,00	26,00	184,00	4,00	-1,00	1,00	0,00	-6,00	37,00	-1,00	2,00	-7599,00	-7,00	5,00
7,00	-11,00	-2,00	17,00	209,00	5,00	-4,00	-10,00	2,00	0,00	15,00	-28,00	0,00	-7592,00	-4,00	1,00
-4,00	-6,00	10,00	-30,00	68,00	-7,00	-8,00	-1,00	0,00	-2,00	4,00	-30,00	0,00	-7581,00	-4,00	6,00
-5,00	-8,00	-11,00	-41,00	-24,00	-6,00	-4,00	6,00	0,00	-6,00	4,00	-31,00	3,00	-7571,00	-4,00	6,00
6,00	5,00	-27,00	-31,00	-44,00	0,00	2,00	-11,00	0,00	-3,00	-11,00	-15,00	3,00	-7564,00	-8,00	1,00
-17,00	1,00	-21,00	-20,00	-59,00	-5,00	6,00	-10,00	-3,00	1,00	-29,00	39,00	0,00	-7557,00	-9,00	2,00
-14,00	-3,00	3,00	-10,00	-91,00	-8,00	5,00	-11,00	0,00	-7,00	-32,00	54,00	0,00	-7546,00	-7,00	3,00
2,00	-2,00	2,00	39,00	-55,00	-2,00	4,00	-11,00	0,00	-3,00	-24,00	25,00	2,00	-7535,00	-7,00	4,00
-4,00	-10,00	-2,00	21,00	12,00	-8,00	2,00	-17,00	-1,00	5,00	-9,00	18,00	3,00	-7527,00	-9,00	9,00
-13,00	-10,00	-13,00	-23,00	-66,00	-10,00	3,00	-28,00	-1,00	1,00	0,00	10,00	7,00	-7517,00	-7,00	12,00
-4,00	0,00	-4,00	-66,00	-116,00	-3,00	0,00	-40,00	3,00	6,00	-3,00	-13,00	6,00	-7508,00	-7,00	6,00
-10,00	-2,00	-6,00	-8,00	-19,00	-8,00	5,00	-55,00	0,00	5,00	-1,00	-17,00	7,00	-7499,00	-9,00	3,00
-4,00	-8,00	5,00	-9,00	-38,00	-6,00	-1,00	-58,00	2,00	6,00	3,00	-10,00	4,00	-7490,00	-7,00	3,00
-7,00	-8,00	-1,00	-24,00	-88,00	-4,00	-1,00	-31,00	0,00	0,00	2,00	13,00	0,00	-7481,00	-4,00	4,00
-2,00	-8,00	2,00	25,00	-5,00	-4,00	0,00	0,00	-3,00	-9,00	4,00	29,00	2,00	-7470,00	-6,00	6,00
-8,00	-10,00	-1,00	174,00	89,00	-5,00	-3,00	46,00	-1,00	-7,00	9,00	11,00	2,00	-7461,00	-7,00	5,00
-8,00	-12,00	-1,00	109,00	181,00	-4,00	8,00	42,00	-1,00	2,00	2,00	-3,00	0,00	-7451,00	-5,00	5,00
-9,00	-13,00	-1,00	-14,00	168,00	-13,00	0,00	11,00	-2,00	-7,00	-7,00	0,00	3,00	-7441,00	-5,00	8,00
-4,00	-10,00	-8,00	-19,00	164,00	-8,00	-6,00	12,00	0,00	-13,00	-3,00	-17,00	6,00	-7433,00	-5,00	7,00
-7,00	-11,00	-8,00	28,00	128,00	-7,00	-11,00	8,00	0,00	-7,00	0,00	-36,00	5,00	-7423,00	-9,00	2,00
