-4,00	-4,00	-3,00	-11,00	2,00	-7,00	-9,00	-1,00	9,00	32,00	6,00	-2,00	2,00	-4131,00	-6,00	13,00
-8,00	-2,00	-11,00	-2,00	3,00	-4,00	-4,00	6,00	9,00	24,00	-3,00	4,00	10,00	-4129,00	-2,00	16,00
-4,00	-4,00	-14,00	20,00	-3,00	-10,00	-4,00	11,00	6,00	18,00	7,00	14,00	12,00	-4125,00	-3,00	8,00
-6,00	-5,00	-14,00	41,00	4,00	-6,00	0,00	0,00	7,00	16,00	12,00	5,00	6,00	-4122,00	-3,00	7,00
-4,00	-2,00	-1,00	36,00	0,00	-9,00	-2,00	-16,00	7,00	9,00	8,00	-2,00	4,00	-4121,00	-2,00	14,00
0,00	-1,00	3,00	17,00	-2,00	-3,00	-10,00	-16,00	7,00	-1,00	0,00	-7,00	11,00	-4117,00	-6,00	10,00
-6,00	-5,00	-2,00	2,00	3,00	-3,00	-4,00	-2,00	10,00	5,00	-4,00	-6,00	5,00	-4114,00	-4,00	17,00
-8,00	-8,00	3,00	18,00	0,00	-5,00	-3,00	7,00	10,00	-7,00	-14,00	-1,00	8,00	-4111,00	-6,00	16,00
-6,00	-10,00	0,00	27,00	2,00	-3,00	-3,00	8,00	11,00	-6,00	-7,00	-7,00	6,00	-4108,00	-6,00	6,00
-1,00	-8,00	-2,00	15,00	1,00	-2,00	-4,00	-2,00	12,00	-6,00	0,00	-4,00	13,00	-4105,00	-3,00	-4,00
-5,00	-2,00	-4,00	9,00	5,00	-4,00	-3,00	-9,00	6,00	-8,00	2,00	6,00	3,00	-4105,00	-2,00	-11,00
-9,00	-3,00	-6,00	-1,00	2,00	0,00	-1,00	0,00	11,00	-14,00	6,00	13,00	5,00	-4100,00	-2,00	5,00
-2,00	-10,00	-3,00	-28,00	2,00	0,00	-10,00	-2,00	5,00	0,00	10,00	16,00	9,00	-4100,00	-2,00	13,00
-1,00	-8,00	-5,00	-48,00	0,00	-3,00	-10,00	4,00	7,00	-7,00	9,00	16,00	5,00	-4097,00	-6,00	15,00
0,00	-4,00	-6,00	-4,00	4,00	-2,00	-5,00	4,00	6,00	-16,00	16,00	15,00	2,00	-4095,00	-2,00	23,00
0,00	-7,00	-9,00	47,00	-2,00	-7,00	0,00	0,00	6,00	-1,00	13,00	6,00	6,00	-4094,00	-2,00	16,00
-2,00	-8,00	-6,00	44,00	3,00	-2,00	7,00	1,00	10,00	5,00	6,00	2,00	5,00	-4094,00	-8,00	10,00
-3,00	-4,00	-4,00	29,00	2,00	-5,00	-3,00	24,00	6,00	5,00	6,00	-6,00	3,00	-4088,00	-7,00	5,00
-3,00	-5,00	-3,00	12,00	-2,00	-2,00	-1,00	8,00	11,00	16,00	6,00	4,00	5,00	-4089,00	-3,00	13,00
-5,00	-3,00	-5,00	-5,00	-1,00	-2,00	-3,00	-17,00	7,00	13,00	3,00	-1,00	8,00	-4087,00	-4,00	23,00
-4,00	2,00	2,00	3,00	-2,00	-7,00	-3,00	-9,00	7,00	11,00	2,00	-3,00	14,00	-4086,00	-10,00	10,00
1,00	0,00	0,00	10,00	0,00	-4,00	-2,00	-13,00	7,00	15,00	3,00	-5,00	9,00	-4086,00	-4,00	-3,00
-4,00	0,00	-1,00	-7,00	-1,00	-3,00	2,00	-13,00	11,00	12,00	1,00	2,00	10,00	-4082,00	0,00	-1,00
0,00	-4,00	0,00	0,00	3,00	-1,00	4,00	10,00	6,00	4,00	0,00	6,00	11,00	-4080,00	-2,00	19,00
0,00	-1,00	0,00	12,00	0,00	-7,00	0,00	29,00	6,00	12,00	3,00	-10,00	6,00	-4081,00	-6,00	13,00
-1,00	-1,00	-2,00	30,00	3,00	-6,00	-1,00	19,00	11,00	4,00	-3,00	-6,00	9,00	-4079,00	-9,00	18,00
0,00	0,00	3,00	18,00	4,00	-7,00	-1,00	-19,00	5,00	-6,00	-15,00	17,00	6,00	-4076,00	-4,00	16,00
-5,00	0,00	-1,00	13,00	0,00	-9,00	-1,00	-32,00	2,00	-13,00	-28,00	11,00	10,00	-4077,00	-1,00	16,00
0,00	1,00	-2,00	11,00	1,00	-1,00	-3,00	-13,00	7,00	-7,00	-28,00	8,00	9,00	-4079,00	-2,00	9,00
-6,00	2,00	-1,00	-38,00	3,00	-10,00	-7,00	-18,00	2,00	-3,00	-11,00	14,00	2,00	-4077,00	-2,00	5,00
-3,00	3,00	2,00	-37,00	2,00	-1,00	-3,00	-2,00	7,00	-6,00	18,00	7,00	9,00	-4074,00	-6,00	0,00
2,00	-3,00	-4,00	-25,00	2,00	-1,00	-2,00	-11,00	7,00	4,00	28,00	3,00	9,00	-4072,00	-2,00	6,00
-4,00	-12,00	-1,00	-29,00	4,00	0,00	0,00	-5,00	5,00	-4,00	19,00	0,00	2,00	-4073,00	-4,00	14,00
0,00	-10,00	2,00	-6,00	1,00	-4,00	-2,00	-10,00	7,00	-2,00	6,00	-4,00	6,00	-4072,00	-9,00	18,00
-1,00	0,00	-5,00	17,00	3,00	-8,00	0,00	-17,00	10,00	3,00	-1,00	-4,00	2,00	-4072,00	-7,00	8,00
-10,00	-3,00	-1,00	12,00	4,00	-3,00	0,00	-14,00	9,00	0,00	-3,00	4,00	5,00	-4073,00	-3,00	8,00
0,00	-7,00	2,00	3,00	0,00	-1,00	4,00	-11,00	6,00	-4,00	0,00	6,00	11,00	-4072,00	-8,00	7,00
-3,00	-6,00	7,00	14,00	-1,00	-2,00	0,00	8,00	7,00	-8,00	0,00	4,00	9,00	-4072,00	-4,00	14,00
2,00	-2,00	11,00	24,00	0,00	-6,00	3,00	30,00	7,00	4,00	0,00	6,00	6,00	-4073,00	-3,00	22,00
-2,00	-2,00	13,00	20,00	5,00	-5,00	4,00	20,00	6,00	1,00	5,00	2,00	5,00	-4074,00	-1,00	34,00
0,00	-1,00	13,00	27,00	-3,00	-6,00	-2,00	8,00	9,00	4,00	4,00	0,00	5,00	-4074,00	-2,00	23,00
3,00	3,00	12,00	33,00	-2,00	-6,00	-1,00	-9,00	7,00	2,00	0,00	4,00	6,00	-4072,00	-3,00	11,00
0,00	-1,00	-10,00	18,00	0,00	-10,00	-2,00	-16,00	9,00	11,00	0,00	2,00	8,00	-4075,00	-9,00	-4,00
-8,00	-3,00	-17,00	31,00	2,00	-5,00	-6,00	-12,00	11,00	-2,00	4,00	-3,00	10,00	-4072,00	-3,00	-1,00
-6,00	-1,00	-4,00	30,00	4,00	-4,00	-4,00	0,00	12,00	3,00	10,00	6,00	7,00	-4073,00	-6,00	4,00
4,00	0,00	-8,00	10,00	0,00	-7,00	-6,00	-12,00	5,00	10,00	2,00	13,00	2,00	-4074,00	-7,00	2,00
-4,00	-5,00	-5,00	17,00	2,00	-2,00	-3,00	-42,00	3,00	9,00	-9,00	-9,00	4,00	-4073,00	0,00	8,00
3,00	-1,00	-1,00	13,00	2,00	-1,00	-9,00	-23,00	6,00	12,00	-9,00	0,00	4,00	-4072,00	-2,00	10,00
4,00	0,00	-7,00	14,00	0,00	-2,00	-6,00	-6,00	7,00	17,00	7,00	0,00	6,00	-4073,00	0,00	6,00
-5,00	0,00	-1,00	22,00	0,00	-1,00	-3,00	5,00	7,00	19,00	9,00	2,00	8,00	-4078,00	0,00	11,00
-2,00	-1,00	0,00	19,00	3,00	-1,00	-3,00	-3,00	9,00	11,00	3,00	10,00	10,00	-4077,00	-3,00	14,00
4,00	0,00	2,00	11,00	3,00	1,00	-1,00	-20,00	11,00	2,00	9,00	4,00	6,00	-4076,00	-7,00	9,00
-5,00	2,00	11,00	1,00	5,00	0,00	-5,00	-13,00	7,00	4,00	6,00	2,00	3,00	-4078,00	-2,00	16,00
0,00	-4,00	0,00	1,00	0,00	-6,00	-1,00	3,00	12,00	1,00	-15,00	5,00	9,00	-4077,00	0,00	9,00
-5,00	-9,00	2,00	-3,00	1,00	-4,00	-2,00	4,00	13,00	-1,00	-14,00	16,00	10,00	-4078,00	2,00	9,00
3,00	-2,00	0,00	-11,00	5,00	-5,00	-3,00	3,00	14,00	9,00	-6,00	14,00	9,00	-4082,00	0,00	9,00
2,00	-2,00	-4,00	-9,00	-3,00	-5,00	0,00	6,00	11,00	14,00	11,00	22,00	9,00	-4080,00	-1,00	6,00
2,00	2,00	2,00	-1,00	3,00	-9,00	2,00	3,00	2,00	9,00	6,00	11,00	11,00	-4084,00	-8,00	0,00
0,00	0,00	-3,00	7,00	3,00	-9,00	0,00	2,00	6,00	8,00	1,00	-1,00	2,00	-4086,00	14,00	5,00
-8,00	-1,00	-10,00	13,00	-1,00	-7,00	-2,00	-2,00	11,00	7,00	3,00	-2,00	9,00	-4089,00	9,00	26,00
-1,00	2,00	-16,00	7,00	2,00	-1,00	-3,00	-8,00	12,00	0,00	-13,00	0,00	8,00	-4089,00	-3,00	41,00
3,00	5,00	-7,00	13,00	-5,00	-6,00	-7,00	-6,00	7,00	-2,00	-19,00	-3,00	10,00	-4089,00	22,00	27,00
-4,00	3,00	2,00	14,00	-3,00	-4,00	-8,00	-1,00	6,00	1,00	-7,00	-9,00	6,00	-4092,00	-8,00	18,00
-3,00	1,00	-1,00	12,00	2,00	-7,00	-1,00	-2,00	11,00	0,00	8,00	-9,00	5,00	-4093,00	7,00	6,00
-4,00	0,00	-15,00	-2,00	-2,00	-3,00	-5,00	2,00	10,00	-1,00	10,00	-8,00	6,00	-4095,00	6,00	3,00
-8,00	-4,00	2,00	0,00	-1,00	-4,00	-4,00	1,00	0,00	-2,00	13,00	-7,00	10,00	-4095,00	-10,00	14,00
-4,00	-6,00	3,00	9,00	-1,00	-2,00	-1,00	-6,00	9,00	14,00	22,00	4,00	9,00	-4099,00	10,00	9,00
-6,00	0,00	-8,00	-17,00	-1,00	-1,00	-3,00	-4,00	17,00	18,00	22,00	16,00	9,00	-4100,00	-13,00	7,00
-1,00	2,00	-6,00	-18,00	4,00	-4,00	-6,00	2,00	14,00	0,00	13,00	6,00	9,00	-4101,00	-1,00	0,00
-12,00	5,00	-4,00	16,00	-3,00	-2,00	-4,00	2,00	7,00	-7,00	17,00	-15,00	2,00	-4103,00	-6,00	12,00
-11,00	0,00	10,00	39,00	-1,00	-4,00	-3,00	-2,00	12,00	6,00	14,00	-11,00	0,00	-4108,00	-16,00	8,00
-2,00	-2,00	5,00	36,00	-4,00	-1,00	-1,00	6,00	10,00	-10,00	7,00	-12,00	6,00	-4110,00	6,00	2,00
-4,00	-7,00	8,00	25,00	-1,00	-3,00	0,00	11,00	19,00	5,00	9,00	2,00	4,00	-4113,00	-15,00	0,00
-5,00	-6,00	19,00	30,00	2,00	-2,00	-3,00	7,00	11,00	15,00	3,00	19,00	1,00	-4115,00	-16,00	-6,00
-3,00	-3,00	7,00	17,00	-1,00	-4,00	-7,00	-3,00	2,00	-2,00	0,00	13,00	6,00	-4118,00	-4,00	19,00
-2,00	-4,00	-4,00	0,00	0,00	4,00	-9,00	-18,00	2,00	19,00	0,00	9,00	6,00	-4121,00	8,00	10,00
-4,00	-7,00	-9,00	5,00	0,00	-3,00	-4,00	-12,00	6,00	5,00	-8,00	0,00	5,00	-4123,00	-15,00	0,00
-8,00	-6,00	-15,00	9,00	2,00	-3,00	-9,00	0,00	10,00	-12,00	-6,00	9,00	9,00	-4127,00	6,00	6,00
-14,00	-2,00	-10,00	-3,00	0,00	-5,00	-2,00	-1,00	7,00	-5,00	-6,00	5,00	5,00	-4130,00	-6,00	3,00
-3,00	3,00	-9,00	10,00	-2,00	-5,00	0,00	-8,00	7,00	16,00	1,00	-1,00	8,00	-4131,00	-4,00	10,00
0,00	0,00	-2,00	24,00	0,00	-6,00	2,00	2,00	6,00	-3,00	1,00	-5,00	9,00	-4136,00	13,00	8,00
-3,00	8,00	12,00	11,00	-1,00	-2,00	-2,00	2,00	4,00	6,00	0,00	-14,00	6,00	-4139,00	-15,00	2,00
-5,00	6,00	3,00	-19,00	1,00	-4,00	-3,00	-3,00	2,00	11,00	6,00	-19,00	9,00	-4143,00	8,00	3,00
-4,00	0,00	0,00	-18,00	-1,00	-2,00	-3,00	0,00	11,00	-4,00	-4,00	-24,00	8,00	-4147,00	-9,00	10,00
-3,00	0,00	-13,00	-4,00	-1,00	-1,00	0,00	3,00	10,00	6,00	-2,00	-1,00	6,00	-4150,00	-3,00	7,00
-2,00	-11,00	-13,00	25,00	0,00	-9,00	0,00	0,00	-2,00	-4,00	0,00	4,00	6,00	-4156,00	9,00	13,00
-7,00	-13,00	-9,00	41,00	2,00	-3,00	0,00	8,00	2,00	2,00	0,00	-7,00	9,00	-4157,00	-15,00	17,00
-3,00	-12,00	-6,00	53,00	0,00	-1,00	-2,00	10,00	4,00	4,00	-1,00	-7,00	9,00	-4163,00	-19,00	7,00
6,00	-13,00	-5,00	57,00	1,00	-1,00	0,00	5,00	10,00	-8,00	-2,00	-5,00	5,00	-4166,00	-18,00	10,00
-1,00	-7,00	6,00	41,00	3,00	-11,00	19,00	2,00	2,00	6,00	-16,00	-4,00	10,00	-4169,00	-15,00	11,00
-7,00	-1,00	-2,00	52,00	-1,00	-10,00	3,00	0,00	6,00	0,00	-2,00	4,00	8,00	-4175,00	-12,00	5,00
-1,00	-1,00	5,00	45,00	3,00	-7,00	-4,00	-11,00	6,00	-8,00	3,00	19,00	6,00	-4180,00	-10,00	6,00
4,00	-4,00	3,00	19,00	0,00	-2,00	0,00	-21,00	7,00	-15,00	0,00	17,00	6,00	-4179,00	-9,00	8,00
-6,00	-1,00	3,00	10,00	4,00	-8,00	7,00	-25,00	6,00	-14,00	-3,00	17,00	6,00	-4183,00	-11,00	0,00
-6,00	-1,00	9,00	10,00	2,00	-6,00	-9,00	3,00	6,00	-1,00	-16,00	24,00	3,00	-4191,00	-10,00	-2,00
-4,00	0,00	-3,00	11,00	-2,00	-1,00	3,00	11,00	10,00	1,00	-18,00	30,00	6,00	-4194,00	-6,00	0,00
2,00	3,00	9,00	18,00	2,00	1,00	5,00	2,00	10,00	2,00	-4,00	27,00	7,00	-4199,00	-3,00	24,00
-3,00	-6,00	4,00	13,00	0,00	2,00	-8,00	17,00	3,00	9,00	4,00	0,00	13,00	-4204,00	-8,00	24,00
0,00	-6,00	0,00	16,00	0,00	-5,00	-7,00	6,00	6,00	3,00	2,00	-9,00	9,00	-4206,00	-3,00	6,00
-4,00	-7,00	4,00	28,00	-1,00	-6,00	7,00	16,00	11,00	0,00	6,00	-1,00	6,00	-4212,00	-3,00	7,00
-3,00	-4,00	3,00	25,00	0,00	-6,00	-3,00	-4,00	11,00	1,00	17,00	8,00	9,00	-4218,00	-3,00	4,00
3,00	-1,00	0,00	17,00	1,00	0,00	-4,00	-17,00	6,00	-1,00	18,00	10,00	7,00	-4222,00	-2,00	7,00
2,00	2,00	1,00	14,00	0,00	-1,00	-11,00	6,00	5,00	-3,00	20,00	-1,00	6,00	-4227,00	-6,00	16,00
-2,00	6,00	10,00	13,00	0,00	-4,00	-3,00	-2,00	9,00	-1,00	14,00	-9,00	9,00	-4232,00	-6,00	26,00
-2,00	3,00	7,00	9,00	4,00	-2,00	-8,00	0,00	3,00	-6,00	11,00	-6,00	6,00	-4238,00	-9,00	10,00
0,00	3,00	0,00	13,00	0,00	-4,00	-3,00	0,00	6,00	-6,00	11,00	4,00	6,00	-4243,00	-10,00	6,00
0,00	0,00	6,00	9,00	4,00	-8,00	-11,00	-2,00	5,00	0,00	10,00	3,00	9,00	-4247,00	-3,00	6,00
-2,00	-6,00	-1,00	3,00	0,00	-13,00	-2,00	-15,00	7,00	0,00	4,00	6,00	6,00	-4254,00	-6,00	5,00
-3,00	-7,00	10,00	30,00	4,00	-6,00	11,00	-9,00	6,00	2,00	6,00	2,00	1,00	-4259,00	-4,00	11,00
1,00	7,00	6,00	39,00	3,00	-5,00	-5,00	-9,00	4,00	10,00	4,00	2,00	9,00	-4263,00	0,00	14,00
-5,00	3,00	0,00	6,00	4,00	-10,00	-11,00	-4,00	9,00	2,00	1,00	14,00	10,00	-4266,00	2,00	17,00
-1,00	-13,00	2,00	-24,00	2,00	-9,00	-13,00	7,00	9,00	-2,00	4,00	9,00	2,00	-4273,00	0,00	22,00
-7,00	-9,00	-4,00	-21,00	2,00	-8,00	-12,00	5,00	6,00	6,00	5,00	4,00	5,00	-4279,00	-2,00	31,00
0,00	12,00	-22,00	0,00	0,00	-14,00	-8,00	-15,00	6,00	4,00	2,00	-7,00	4,00	-4287,00	-6,00	31,00
-6,00	4,00	-20,00	7,00	2,00	-8,00	-6,00	-37,00	14,00	-3,00	9,00	-4,00	11,00	-4289,00	-3,00	2,00
-3,00	-3,00	-8,00	8,00	3,00	-3,00	-7,00	-16,00	11,00	2,00	17,00	7,00	1,00	-4299,00	-9,00	-13,00
-3,00	-4,00	-7,00	19,00	1,00	-6,00	-10,00	0,00	8,00	0,00	11,00	-3,00	0,00	-4303,00	-9,00	-2,00
-4,00	-1,00	0,00	28,00	0,00	-2,00	-6,00	-5,00	5,00	-4,00	-2,00	5,00	10,00	-4308,00	-10,00	-9,00
-5,00	6,00	0,00	21,00	0,00	-1,00	-4,00	-11,00	2,00	10,00	-10,00	6,00	9,00	-4315,00	-4,00	-2,00
-4,00	5,00	6,00	6,00	0,00	-1,00	-3,00	-10,00	10,00	5,00	0,00	4,00	5,00	-4322,00	-4,00	6,00
-1,00	0,00	3,00	4,00	0,00	-1,00	-7,00	-7,00	7,00	2,00	-1,00	6,00	5,00	-4325,00	-6,00	11,00
-1,00	0,00	11,00	9,00	2,00	-1,00	-4,00	-3,00	6,00	12,00	14,00	10,00	9,00	-4335,00	-4,00	11,00
-10,00	3,00	3,00	19,00	0,00	-8,00	-5,00	-1,00	7,00	7,00	19,00	5,00	7,00	-4341,00	-2,00	6,00
-1,00	-9,00	0,00	27,00	2,00	-6,00	-1,00	0,00	7,00	4,00	9,00	2,00	14,00	-4345,00	-10,00	2,00
-4,00	-9,00	1,00	33,00	1,00	-8,00	-2,00	-1,00	3,00	5,00	0,00	13,00	9,00	-4353,00	-8,00	0,00
-4,00	3,00	2,00	32,00	-2,00	-4,00	0,00	-3,00	4,00	6,00	-2,00	14,00	5,00	-4358,00	-7,00	12,00
-3,00	13,00	9,00	34,00	3,00	-2,00	-9,00	0,00	5,00	-2,00	-8,00	2,00	9,00	-4364,00	-3,00	18,00
-1,00	-3,00	11,00	37,00	-1,00	-3,00	-4,00	-1,00	6,00	-4,00	-7,00	0,00	9,00	-4373,00	-7,00	19,00
5,00	-9,00	3,00	15,00	1,00	-4,00	0,00	-5,00	6,00	1,00	-8,00	11,00	2,00	-4378,00	-7,00	19,00
8,00	-9,00	-1,00	6,00	2,00	-2,00	0,00	-8,00	3,00	-4,00	-3,00	18,00	2,00	-4385,00	-4,00	8,00
-2,00	1,00	-3,00	1,00	2,00	-6,00	-3,00	3,00	6,00	-3,00	7,00	5,00	8,00	-4392,00	-4,00	6,00
0,00	6,00	-2,00	8,00	1,00	-3,00	0,00	6,00	10,00	1,00	3,00	-16,00	5,00	-4397,00	-6,00	6,00
-1,00	0,00	-8,00	20,00	0,00	0,00	0,00	8,00	11,00	-2,00	6,00	-3,00	7,00	-4403,00	-6,00	13,00
-1,00	1,00	1,00	11,00	3,00	0,00	0,00	13,00	9,00	3,00	2,00	7,00	6,00	-4413,00	-2,00	18,00
-10,00	-1,00	-3,00	-5,00	1,00	-4,00	-2,00	4,00	10,00	9,00	-3,00	3,00	4,00	-4421,00	-3,00	16,00
-2,00	-7,00	2,00	-2,00	0,00	-2,00	-3,00	-11,00	11,00	2,00	0,00	2,00	9,00	-4427,00	4,00	18,00
-4,00	-9,00	-9,00	5,00	0,00	-4,00	0,00	-1,00	9,00	2,00	2,00	20,00	10,00	-4435,00	2,00	15,00
0,00	-14,00	-1,00	23,00	-1,00	-1,00	-2,00	-1,00	2,00	14,00	6,00	11,00	6,00	-4444,00	-3,00	9,00
0,00	-15,00	-6,00	16,00	0,00	-1,00	-3,00	-2,00	6,00	4,00	-2,00	6,00	9,00	-4450,00	-4,00	5,00
2,00	-10,00	-9,00	-18,00	3,00	-6,00	0,00	-2,00	7,00	7,00	-6,00	5,00	11,00	-4457,00	-3,00	4,00
-1,00	-12,00	-13,00	-40,00	3,00	-9,00	-2,00	9,00	2,00	11,00	-8,00	-4,00	5,00	-4464,00	0,00	6,00
0,00	-10,00	-7,00	-17,00	5,00	-5,00	-1,00	-10,00	10,00	0,00	-14,00	-11,00	9,00	-4472,00	-4,00	14,00
0,00	-6,00	-1,00	8,00	3,00	0,00	-3,00	-15,00	9,00	0,00	-4,00	2,00	14,00	-4480,00	0,00	15,00
-7,00	-10,00	-1,00	30,00	2,00	-4,00	0,00	-4,00	7,00	6,00	2,00	8,00	10,00	-4489,00	-1,00	2,00
-4,00	-13,00	9,00	39,00	5,00	-8,00	1,00	-18,00	9,00	3,00	9,00	8,00	10,00	-4495,00	-8,00	-7,00
-5,00	-3,00	18,00	41,00	2,00	-6,00	-3,00	-23,00	11,00	6,00	19,00	5,00	6,00	-4504,00	-11,00	11,00
-1,00	-7,00	11,00	36,00	3,00	-2,00	-3,00	-16,00	6,00	6,00	14,00	3,00	8,00	-4513,00	-8,00	12,00
0,00	-6,00	7,00	34,00	2,00	-5,00	-4,00	-3,00	7,00	-4,00	7,00	-1,00	3,00	-4520,00	0,00	24,00
-8,00	-3,00	-1,00	32,00	0,00	-2,00	0,00	-3,00	7,00	3,00	7,00	3,00	5,00	-4528,00	0,00	26,00
-8,00	-1,00	-1,00	47,00	-1,00	-1,00	-3,00	-2,00	6,00	-2,00	6,00	-3,00	9,00	-4536,00	8,00	22,00
-6,00	-4,00	11,00	37,00	2,00	-2,00	-2,00	-8,00	8,00	-4,00	14,00	3,00	9,00	-4545,00	0,00	6,00
-13,00	-2,00	7,00	-7,00	2,00	-4,00	-3,00	-6,00	10,00	0,00	16,00	9,00	11,00	-4553,00	-3,00	-3,00
-2,00	0,00	8,00	-12,00	0,00	-2,00	-8,00	-2,00	12,00	-1,00	9,00	13,00	12,00	-4560,00	-4,00	-27,00
-8,00	0,00	0,00	-18,00	4,00	-1,00	-5,00	1,00	6,00	-6,00	5,00	13,00	11,00	-4567,00	-1,00	-5,00
-4,00	0,00	-29,00	2,00	-1,00	-2,00	-6,00	0,00	6,00	-2,00	3,00	11,00	6,00	-4575,00	-8,00	19,00
0,00	1,00	-19,00	18,00	0,00	-3,00	-2,00	-1,00	3,00	-1,00	-4,00	4,00	9,00	-4585,00	0,00	10,00
-4,00	3,00	-17,00	17,00	2,00	-4,00	2,00	7,00	6,00	-8,00	-11,00	-4,00	3,00	-4595,00	1,00	5,00
0,00	0,00	-9,00	3,00	2,00	-2,00	-2,00	10,00	9,00	-3,00	-5,00	-9,00	11,00	-4604,00	-1,00	23,00
0,00	0,00	-6,00	5,00	1,00	-6,00	-4,00	12,00	6,00	0,00	-4,00	-4,00	4,00	-4613,00	3,00	19,00
0,00	-4,00	6,00	12,00	0,00	-8,00	-3,00	3,00	11,00	-7,00	-9,00	-8,00	4,00	-4619,00	5,00	20,00
